Match_Id,Over_No,Ball_No,Player_Out,Bowler,Dismissal_Type,Fielder,Innings_No
1178420,11,3,85,276,caught,187,2
1178420,16,6,306,560,caught,368,2
1178419,2,5,355,465,caught,208,1
1178419,12,1,509,535,caught,71,1
1178419,13,1,413,386,caught,535,1
1178419,16,2,57,535,caught,185,1
1178419,0,5,32,194,caught,490,2
1178419,3,1,21,400,caught,308,2
1178419,4,3,208,413,bowled,,2
1178419,7,2,237,413,bowled,,2
1178419,9,9,621,564,caught,490,2
1178419,11,4,185,375,caught,308,2
1178419,15,6,71,194,caught and bowled,,2
1178419,16,4,465,375,caught,413,2
1178419,17,2,50,194,caught,400,2
1178419,17,4,535,194,caught,221,2
1178418,0,3,336,296,bowled,,1
1178418,4,6,503,296,bowled,,1
1178418,8,2,431,388,caught,296,1
1178418,11,3,315,609,run out,,1
1178418,16,5,334,654,caught,501,1
1178418,17,2,408,346,caught,85,1
1178418,5,2,85,315,lbw,,2
1178418,6,3,351,67,bowled,,2
1178418,7,2,306,315,bowled,,2
1178418,10,1,476,67,caught,334,2
1178418,12,3,255,67,caught,538,2
1178418,15,2,388,573,caught,503,2
1178418,18,5,501,334,hit wicket,,2
1178417,3,1,8,347,caught,236,1
1178417,6,2,17,418,caught and bowled,,1
1178417,7,3,532,201,bowled,,1
1178417,8,6,414,622,caught,236,1
1178417,3,2,162,232,caught,110,2
1178417,9,1,260,409,caught,382,2
1178417,10,1,354,532,caught,377,2
1178417,18,1,320,593,caught,110,2
1178417,18,6,515,593,caught,110,2
1178417,19,2,201,232,caught,8,2
1178417,19,3,622,232,caught,17,2
1178416,1,3,518,50,caught,20,1
1178416,13,3,187,50,stumped,20,1
1178416,18,6,455,465,caught,35,1
1178416,2,3,303,299,run out,,2
1178416,9,7,21,489,stumped,518,2
1178416,17,1,32,299,caught,518,2
1178416,19,4,208,367,caught,455,2
1178415,1,1,351,482,run out,,1
1178415,13,1,306,374,caught,350,1
1178415,15,5,476,350,caught,393,1
1178415,16,4,620,84,caught,590,1
1178415,19,4,255,482,bowled,,1
1178415,19,7,501,482,bowled,,1
1178415,7,3,42,388,stumped,351,2
1178415,8,5,393,501,caught,476,2
1178415,16,5,523,388,caught,501,2
1178415,17,6,590,80,caught,501,2
1178414,2,3,8,465,caught,20,1
1178414,6,5,110,35,caught,303,1
1178414,12,4,414,35,caught,303,1
1178414,15,4,17,71,caught,32,1
1178414,16,3,409,386,caught,621,1
1178414,18,6,322,465,caught,208,1
1178414,19,5,532,71,caught,406,1
1178414,0,5,32,94,caught,409,2
1178414,0,6,21,94,bowled,,2
1178414,3,7,303,232,caught,110,2
1178414,5,5,237,232,caught,110,2
1178414,13,1,208,382,bowled,,2
1178414,16,4,35,593,run out,,2
1178414,18,7,71,593,caught,17,2
1178414,19,6,406,232,run out,,2
1178413,2,4,315,560,bowled,,1
1178413,4,2,503,560,caught,455,1
1178413,7,1,431,299,caught,518,1
1178413,8,2,88,293,run out,,1
1178413,15,3,538,367,caught,489,1
1178413,16,7,336,560,caught,396,1
1178413,18,5,334,299,caught,489,1
1178413,19,3,67,489,caught,518,1
1178413,12,2,187,623,bowled,,2
1178412,1,4,354,628,stumped,420,1
1178412,4,5,260,482,caught,590,1
1178412,7,1,320,374,caught,523,1
1178412,12,2,162,628,caught,374,1
1178412,12,6,600,628,caught and bowled,,1
1178412,16,3,236,374,stumped,420,1
1178412,19,1,201,482,caught,393,1
1178412,3,1,523,622,run out,,2
1178412,13,3,42,622,caught,201,2
1178412,15,1,420,622,caught,600,2
1178412,18,3,292,347,bowled,,2
1178412,18,4,374,347,run out,,2
1178411,2,3,57,388,caught and bowled,,1
1178411,13,5,308,255,caught,80,1
1178411,14,3,355,388,caught,476,1
1178411,16,5,221,346,bowled,,1
1178411,19,1,400,609,lbw,,1
1178411,3,4,85,490,caught,308,2
1178411,7,2,351,490,caught,221,2
1178411,7,6,476,490,bowled,,2
1178411,17,4,501,400,run out,,2
1178411,18,1,620,375,lbw,,2
1178410,3,2,17,315,caught,431,1
1178410,8,5,414,334,caught,46,1
1178410,15,7,532,462,caught,573,1
1178410,19,6,8,627,caught,503,1
1178410,0,6,336,94,caught,8,2
1178410,3,5,315,593,caught,17,2
1178410,4,6,503,94,caught,8,2
1178410,11,5,46,409,caught,322,2
1178410,19,5,334,532,run out,,2
1178409,6,1,57,136,bowled,,1
1178409,7,5,385,374,lbw,,1
1178409,9,5,355,374,run out,,1
1178409,15,1,308,482,caught,420,1
1178409,19,4,400,482,caught,420,1
1178409,6,3,42,490,bowled,,2
1178409,8,3,523,490,caught,400,2
1178409,9,4,411,413,bowled,,2
1178409,10,2,393,490,bowled,,2
1178409,13,5,420,375,bowled,,2
1178409,16,6,350,194,caught,400,2
1178409,17,1,617,375,run out,,2
1178409,17,2,374,375,bowled,,2
1178409,19,4,482,400,caught,221,2
1178408,9,5,32,293,bowled,,1
1178408,10,2,303,455,caught,518,1
1178408,13,1,21,489,lbw,,1
1178408,13,4,237,489,lbw,,1
1178408,14,5,421,560,caught,455,1
1178408,5,4,187,465,caught,303,2
1178408,6,6,396,386,caught and bowled,,2
1178408,12,2,455,386,caught,421,2
1178408,16,4,394,166,caught,303,2
1178407,5,4,162,609,caught,351,1
1178407,8,4,260,618,caught,609,1
1178407,17,1,354,346,caught,609,1
1178407,18,3,515,609,caught,85,1
1178407,18,6,236,609,bowled,,1
1178407,19,1,320,80,caught,407,1
1178407,4,1,407,544,caught,515,2
1178407,11,4,351,201,bowled,,2
1178407,15,7,488,201,caught,260,2
1178407,16,4,620,418,caught,320,2
1178407,17,1,609,347,caught,354,2
1178407,18,3,85,544,caught,347,2
1178407,19,1,388,347,caught,260,2
1178406,2,1,8,642,caught,355,1
1178406,6,6,17,400,caught,308,1
1178406,17,1,532,194,caught,400,1
1178406,17,5,409,194,caught,57,1
1178406,19,2,110,194,run out,,1
1178406,19,3,414,194,caught,355,1
1178406,19,5,322,194,caught,355,1
1178406,7,1,57,532,bowled,,2
1178406,7,4,355,532,lbw,,2
1178406,10,3,410,382,stumped,17,2
1178406,15,3,308,382,caught,593,2
1178406,17,6,413,486,caught,661,2
1178405,1,5,523,560,caught,518,1
1178405,3,2,42,560,caught,299,1
1178405,7,6,411,513,caught,518,1
1178405,15,5,393,299,caught,518,1
1178405,16,2,420,560,caught,394,1
1178405,17,6,350,489,bowled,,1
1178405,19,4,617,299,lbw,,1
1178405,9,6,518,617,caught,482,2
1178405,11,4,396,617,caught,482,2
1178405,15,2,624,617,caught,374,2
1178405,16,2,187,482,caught,393,2
1178405,16,3,455,482,caught,420,2
1178405,17,2,394,350,bowled,,2
1178405,17,3,489,350,caught,617,2
1178405,17,6,513,350,caught,617,2
1178405,18,5,299,482,caught and bowled,,2
1178405,18,6,560,482,bowled,,2
1178404,4,6,315,535,caught,303,1
1178404,10,2,431,386,caught,303,1
1178404,10,4,46,386,caught,303,1
1178404,14,2,336,386,caught,406,1
1178404,14,6,334,386,caught,621,1
1178404,17,2,88,406,caught,303,1
1178404,19,6,503,406,caught,35,1
1178404,19,7,462,406,run out,,1
1178404,3,1,32,627,lbw,,2
1178404,5,3,303,315,bowled,,2
1178404,9,1,208,67,caught,46,2
1178404,11,1,237,67,lbw,,2
1178404,15,4,20,315,lbw,,2
1178403,6,2,354,382,stumped,17,1
1178403,8,5,260,382,bowled,,1
1178403,12,6,402,486,caught,17,1
1178403,13,5,600,532,lbw,,1
1178403,3,5,17,201,caught,260,2
1178403,15,3,8,347,caught,418,2
1178402,10,5,57,609,caught,407,1
1178402,13,1,308,80,bowled,,1
1178402,16,2,221,609,caught,388,1
1178402,18,3,355,609,caught,407,1
1178402,19,2,410,346,caught,407,1
1178402,6,2,85,413,caught,308,2
1178402,13,2,407,490,caught,308,2
1178402,16,5,351,375,lbw,,2
1178402,17,1,488,413,caught and bowled,,2
1178402,17,6,520,413,bowled,,2
1178402,18,1,306,375,caught,410,2
1178401,0,1,625,84,bowled,,1
1178401,8,4,46,482,caught,420,1
1178401,12,4,431,350,bowled,,1
1178401,14,2,503,617,caught,374,1
1178401,15,1,88,482,caught,42,1
1178401,18,2,334,350,caught,482,1
1178401,19,2,408,617,caught,390,1
1178401,2,6,523,573,caught,88,2
1178401,5,4,393,334,caught,88,2
1178401,17,1,420,431,caught,462,2
1178400,2,5,85,465,lbw,,1
1178400,3,4,407,406,caught,208,1
1178400,5,2,351,535,caught,621,1
1178400,8,5,488,35,caught,237,1
1178400,10,5,306,35,caught,208,1
1178400,14,7,501,406,caught,20,1
1178400,18,2,476,465,bowled,,1
1178400,0,4,32,80,bowled,,2
1178400,1,5,21,346,run out,,2
1178400,3,6,303,346,caught,488,2
1178400,5,5,237,609,caught,476,2
1178400,17,5,208,476,caught,388,2
1178400,19,4,20,476,bowled,,2
1178399,12,5,162,642,caught,413,1
1178399,14,7,320,400,caught,355,1
1178399,16,5,339,400,caught,490,1
1178399,17,3,600,375,caught,355,1
1178399,3,4,626,347,bowled,,2
1178399,7,4,308,600,caught,163,2
1178399,8,5,355,201,caught,320,2
1178399,11,7,410,600,run out,,2
1178399,15,1,400,347,caught,320,2
1178399,15,6,413,347,caught,320,2
1178399,19,3,221,344,caught,320,2
1178398,0,6,336,465,lbw,,1
1178398,1,5,315,50,caught,465,1
1178398,2,4,431,465,caught,208,1
1178398,4,4,46,465,caught,237,1
1178398,8,4,88,386,caught,50,1
1178398,10,1,503,386,stumped,20,1
1178398,15,3,67,50,stumped,20,1
1178398,15,4,462,50,run out,,1
1178398,16,4,573,35,caught,50,1
1178398,2,2,32,315,caught,67,2
1178398,4,7,21,315,caught,67,2
1178398,14,4,208,67,caught,431,2
1178397,1,6,518,606,caught,201,1
1178397,10,4,455,201,caught,354,1
1178397,13,2,485,201,run out,,1
1178397,19,1,96,347,caught,339,1
1178397,3,1,162,489,caught,394,2
1178397,17,1,260,367,caught,455,2
1178397,17,6,320,367,caught,394,2
1178397,18,6,236,368,caught,394,2
1178396,1,1,85,573,lbw,,1
1178396,11,6,407,627,caught,503,1
1178396,15,4,488,627,caught,67,1
1178396,8,3,315,388,caught,306,2
1178396,10,5,336,388,caught,656,2
1178395,1,7,17,350,caught,628,1
1178395,5,7,110,482,caught,292,1
1178395,10,4,409,374,caught,390,1
1178395,14,3,532,628,stumped,420,1
1178395,17,1,8,482,caught,393,1
1178395,17,3,414,482,caught,420,1
1178395,17,6,322,482,caught,420,1
1178395,18,7,486,350,lbw,,1
1178395,0,3,42,377,caught,593,2
1178395,8,2,523,322,caught,414,2
1178395,13,1,292,532,lbw,,2
1178395,17,3,393,593,caught,382,2
1178395,17,6,350,593,caught,110,2
1178395,18,2,420,486,caught,377,2
1178394,3,4,57,485,caught,394,1
1178394,4,6,308,367,lbw,,1
1178394,8,2,355,368,caught,394,1
1178394,11,4,413,368,caught,518,1
1178394,12,5,410,489,run out,,1
1178394,16,3,400,489,caught,455,1
1178394,17,6,490,299,caught,518,1
1178394,3,5,518,490,caught,375,2
1178394,4,1,187,570,bowled,,2
1178394,6,5,455,570,caught,400,2
1178394,10,3,96,642,caught,57,2
1178394,11,2,31,490,caught,410,2
1178394,15,6,394,570,bowled,,2
1178394,15,7,489,570,caught and bowled,,2
1178394,16,4,485,375,caught,57,2
1178394,17,1,299,570,bowled,,2
1178394,17,4,368,570,caught,355,2
1178393,7,2,32,201,caught,600,1
1178393,13,3,303,201,caught,320,1
1178393,13,4,21,201,bowled,,1
1178393,1,4,162,50,caught,20,2
1178393,1,6,260,50,caught,303,2
1178393,17,3,354,655,caught,35,2
1178393,18,8,320,465,bowled,,2
1178393,19,4,402,655,caught,303,2
1175372,7,6,17,431,lbw,,1
1175372,17,1,8,462,caught and bowled,,1
1175372,18,6,110,315,caught,503,1
1175372,1,6,315,593,caught,322,2
1175372,9,5,46,322,caught,377,2
1175372,11,3,336,322,bowled,,2
1175372,15,4,431,382,caught,619,2
1175372,16,7,88,593,caught,382,2
1175371,2,2,523,299,bowled,,1
1175371,5,6,42,485,caught,367,1
1175371,9,1,420,485,caught,394,1
1175371,10,5,390,367,caught,485,1
1175371,13,4,292,368,caught,96,1
1175371,16,1,393,489,bowled,,1
1175371,18,3,350,299,caught,485,1
1175371,19,2,482,368,caught,299,1
1175371,6,5,518,390,lbw,,2
1175371,7,6,187,482,caught,350,2
1175371,12,7,96,84,caught,523,2
1175371,14,3,455,374,caught,393,2
1175371,15,6,394,628,caught,482,2
1175370,2,3,355,465,caught,237,1
1175370,7,1,57,35,caught,20,1
1175370,8,3,27,386,caught,208,1
1175370,16,4,413,364,caught,35,1
1175370,17,6,308,71,caught,35,1
1175370,0,4,208,642,caught,355,2
1175370,1,3,32,194,caught,221,2
1175370,4,6,21,642,caught,221,2
1175370,14,1,20,400,caught,308,2
1175370,14,4,35,400,caught,355,2
1175370,17,1,237,194,caught,355,2
1175370,17,5,71,194,caught,355,2
1175370,19,1,465,400,caught,375,2
1175369,6,3,8,388,bowled,,1
1175369,8,3,110,388,caught and bowled,,1
1175369,10,1,500,388,caught,407,1
1175369,17,2,17,609,caught,85,1
1175369,7,4,85,382,lbw,,2
1175369,12,5,407,382,caught,409,2
1175369,18,6,306,486,caught,232,2
1175368,1,5,354,350,lbw,,1
1175368,3,5,600,628,lbw,,1
1175368,7,1,260,311,run out,,1
1175368,13,5,402,628,caught,420,1
1175368,16,2,320,350,caught,420,1
1175368,17,3,622,482,caught,350,1
1175368,18,5,201,350,bowled,,1
1175368,19,1,418,482,caught,474,1
1175368,19,4,347,482,run out,,1
1175368,0,1,523,201,caught,354,2
1175368,7,2,393,622,bowled,,2
1175368,9,5,42,201,lbw,,2
1175368,16,4,420,347,bowled,,2
1175368,16,5,350,347,run out,,2
1175368,17,4,292,600,caught,339,2
1175368,17,7,311,600,caught,354,2
1175368,18,3,340,347,bowled,,2
1175368,19,1,482,600,bowled,,2
1175368,19,2,628,600,bowled,,2
1175367,1,6,208,609,caught,407,1
1175367,3,4,32,476,caught,609,1
1175367,4,5,237,80,caught,407,1
1175367,13,4,21,346,bowled,,1
1175367,18,3,71,609,caught,80,1
1175367,0,2,85,465,caught,35,2
1175367,2,6,351,465,caught,21,2
1175367,3,1,407,406,caught,71,2
1175367,9,6,488,386,caught and bowled,,2
1175367,13,2,306,386,caught,621,2
1175367,16,1,587,406,caught,21,2
1175367,19,1,476,71,caught,21,2
1175367,19,5,388,71,caught,386,2
1175366,16,2,518,382,caught,232,1
1175366,17,3,455,486,run out,,1
1175366,1,6,17,485,caught,96,2
1175366,3,1,500,485,stumped,518,2
1175366,3,4,110,485,bowled,,2
1175366,6,1,8,367,caught,187,2
1175366,6,2,532,367,run out,,2
1175366,7,3,547,485,caught,394,2
1175366,15,1,629,367,caught,394,2
1175366,17,3,232,489,run out,,2
1175366,18,5,478,455,run out,,2
1175366,19,5,382,367,caught,394,2
1175365,3,4,419,628,lbw,,1
1175365,5,6,46,311,lbw,,1
1175365,6,5,336,482,caught,420,1
1175365,7,1,431,311,caught,482,1
1175365,9,1,503,628,run out,,1
1175365,17,5,334,350,caught,390,1
1175365,18,5,88,136,caught,420,1
1175365,19,6,67,482,run out,,1
1175365,2,4,42,67,caught,334,2
1175365,11,6,393,334,caught,503,2
1175365,17,5,420,462,caught,67,2
1175365,18,4,523,483,caught,88,2
1175365,19,5,340,462,caught,503,2
1175365,19,6,292,462,run out,,2
1175365,0,3,393,573,caught,67,3
1175365,0,3,334,482,bowled,,4
1175364,5,2,57,622,lbw,,1
1175364,6,2,308,418,lbw,,1
1175364,12,7,355,347,lbw,,1
1175364,14,4,27,418,caught,347,1
1175364,17,1,221,471,caught,260,1
1175364,18,3,413,622,caught,418,1
1175364,19,4,400,347,caught,236,1
1175364,7,2,162,413,caught and bowled,,2
1175364,13,3,260,413,caught and bowled,,2
1175363,3,2,407,489,bowled,,1
1175363,15,5,85,293,caught,96,1
1175363,9,4,187,476,caught,80,2
1175363,10,6,518,388,caught,80,2
1175363,14,4,396,346,caught,488,2
1175363,15,3,455,388,caught,634,2
1175363,15,4,96,388,lbw,,2
1175362,6,3,355,382,bowled,,1
1175362,10,4,57,232,caught,486,1
1175362,13,4,27,382,caught,486,1
1175362,15,3,308,382,caught,532,1
1175362,15,7,221,382,caught,500,1
1175362,16,3,413,232,caught,593,1
1175362,17,1,403,486,bowled,,1
1175362,19,1,630,486,caught,17,1
1175362,3,2,532,375,run out,,2
1175362,6,5,17,630,bowled,,2
1175362,13,4,8,375,caught,400,2
1175362,16,1,500,375,caught,400,2
1175362,18,4,478,375,caught,413,2
1175361,2,4,336,347,caught,320,1
1175361,3,4,315,622,caught,354,1
1175361,14,3,431,580,caught,260,1
1175361,19,4,334,471,caught,260,1
1175361,1,4,354,483,caught,462,2
1175361,4,2,162,334,caught,573,2
1175361,7,3,402,334,caught,88,2
1175361,15,2,260,67,bowled,,2
1175360,4,3,523,465,caught,32,1
1175360,11,4,393,386,lbw,,1
1175360,15,3,420,71,caught,406,1
1175360,15,5,292,71,caught,21,1
1175360,16,3,617,35,bowled,,1
1175360,17,1,42,71,caught,406,1
1175360,2,4,208,84,caught,393,2
1175360,6,5,32,136,stumped,420,2
1175360,10,2,21,136,caught,420,2
1175360,19,1,237,482,caught,420,2
1175359,0,4,354,80,caught,407,1
1175359,8,6,260,587,caught,80,1
1175359,15,6,162,476,caught,488,1
1175359,19,1,515,476,caught,85,1
1175359,8,1,85,201,bowled,,2
1175359,12,5,407,201,run out,,2
1175359,16,4,306,600,caught,354,2
1175359,16,6,351,600,caught,201,2
1175359,17,3,476,606,caught,339,2
1175359,17,7,488,606,caught,354,2
1175359,18,5,609,347,run out,,2
1175359,19,1,346,344,caught and bowled,,2
1175359,19,2,587,344,caught,347,2
1175358,1,3,523,403,caught,355,1
1175358,3,4,393,403,caught,221,1
1175358,12,6,292,385,caught,400,1
1175358,15,1,42,400,caught,308,1
1175358,16,5,617,403,caught,355,1
1175358,17,2,374,375,caught,588,1
1175358,3,3,57,84,caught,390,2
1175358,5,1,308,84,run out,,2
1175358,5,5,355,84,caught,458,2
1175358,10,5,221,617,caught,390,2
1175358,11,2,400,374,caught and bowled,,2
1175358,14,7,413,458,caught,390,2
1175358,16,3,385,482,caught,420,2
1175358,18,3,27,482,caught,390,2
1175358,19,2,403,390,stumped,420,2
1175357,12,5,518,67,bowled,,1
1175357,15,6,187,334,caught,46,1
1175357,17,3,31,334,bowled,,1
1175357,1,6,336,276,caught,489,2
1175357,11,4,46,368,bowled,,2
1175357,12,5,88,367,caught,299,2
1175357,15,3,431,489,lbw,,2
1175356,3,3,8,50,caught,35,1
1175356,5,2,532,50,caught and bowled,,1
1175356,7,2,110,50,caught,35,1
1175356,7,6,500,50,run out,,1
1175356,9,2,547,386,caught,32,1
1175356,10,3,478,35,caught,20,1
1175356,11,1,593,386,caught,32,1
1175356,13,4,382,386,caught,50,1
1175356,16,5,232,35,bowled,,1
1175356,17,1,17,71,caught,237,1
1175356,2,1,32,382,bowled,,2
1175356,9,2,21,532,caught,547,2
1175356,14,2,208,486,bowled,,2
1136620,1,5,132,645,run out,,1
1136620,8,3,42,35,bowled,,1
1136620,12,1,396,166,stumped,20,1
1136620,15,5,276,71,caught,21,1
1136620,16,6,394,645,caught,621,1
1136620,19,7,408,406,caught,208,1
1136620,3,6,303,367,caught and bowled,,2
1136620,13,3,21,408,caught,132,2
1136619,7,1,42,462,lbw,,1
1136619,7,5,396,462,caught,88,1
1136619,10,3,62,67,stumped,88,1
1136619,15,1,276,462,run out,,1
1136619,16,5,394,315,caught,67,1
1136619,17,6,408,573,run out,,1
1136619,18,1,31,565,caught,67,1
1136619,3,2,315,368,caught,408,2
1136619,8,3,431,276,run out,,2
1136619,10,1,46,489,bowled,,2
1136619,11,6,88,276,bowled,,2
1136619,12,2,336,489,lbw,,2
1136619,14,4,334,489,caught,42,2
1136619,18,1,67,368,bowled,,2
1136619,19,2,565,408,caught,489,2
1136619,19,3,503,408,caught,489,2
1136618,0,2,315,587,stumped,619,1
1136618,2,1,46,587,caught and bowled,,1
1136618,3,4,431,609,caught,346,1
1136618,7,6,336,388,caught and bowled,,1
1136618,14,2,503,609,caught,619,1
1136618,17,1,88,343,caught,85,1
1136618,19,6,631,343,caught,609,1
1136618,5,1,488,67,caught and bowled,,2
1136618,14,1,85,462,caught and bowled,,2
1136618,16,5,351,67,caught,631,2
1136618,17,6,255,573,caught,336,2
1136617,0,1,42,465,bowled,,1
1136617,3,5,132,645,caught and bowled,,1
1136617,4,2,396,406,caught,20,1
1136617,6,4,276,71,caught,20,1
1136617,11,3,96,35,caught and bowled,,1
1136617,14,7,31,71,caught and bowled,,1
1136617,19,8,299,406,run out,,1
1136617,0,5,32,299,caught,132,2
1136617,3,3,21,368,bowled,,2
1136617,3,4,208,368,bowled,,2
1136617,7,4,20,489,bowled,,2
1136617,11,2,71,489,caught,42,2
1136617,12,3,35,367,caught and bowled,,2
1136617,14,6,465,367,caught,408,2
1136617,17,5,50,408,run out,,2
1136616,1,2,162,645,caught,20,1
1136616,2,5,254,465,caught,21,1
1136616,3,6,354,645,bowled,,1
1136616,11,1,87,35,caught,20,1
1136616,12,1,320,71,bowled,,1
1136616,16,3,374,406,caught,421,1
1136616,17,2,201,645,caught,20,1
1136616,17,4,471,645,caught,21,1
1136616,18,5,339,71,caught,465,1
1136616,19,4,344,406,caught,303,1
1136616,1,2,208,364,caught,354,2
1136616,4,3,303,344,caught,162,2
1136616,4,4,421,344,bowled,,2
1136616,10,1,50,201,lbw,,2
1136616,16,1,465,201,caught,364,2
1136615,3,1,523,460,run out,,1
1136615,4,4,305,375,bowled,,1
1136615,8,6,393,630,caught,413,1
1136615,16,5,420,413,caught,221,1
1136615,0,4,308,628,caught,455,2
1136615,6,1,410,136,caught,455,2
1136615,8,6,509,136,stumped,420,2
1136615,9,1,221,628,caught,458,2
1136615,9,4,413,628,caught,390,2
1136615,13,6,57,311,caught,458,2
1136615,14,5,400,136,caught,390,2
1136615,18,6,630,458,bowled,,2
1136615,19,2,385,311,caught,305,2
1136615,19,3,375,311,caught,458,2
1136614,8,4,132,462,caught,334,1
1136614,12,5,396,631,caught,334,1
1136614,15,1,42,573,lbw,,1
1136614,16,2,31,315,caught,46,1
1136614,18,1,408,334,caught,88,1
1136614,19,1,96,573,caught,538,1
1136614,19,4,276,573,caught,315,1
1136614,19,5,489,573,caught,88,1
1136614,19,6,299,573,run out,,1
1136614,3,4,315,276,caught,96,2
1136614,13,1,336,368,caught,96,2
1136614,16,3,46,408,caught,132,2
1136614,17,4,334,368,caught,96,2
1136614,19,2,431,408,caught,299,2
1136613,1,4,609,232,caught,17,1
1136613,13,1,85,232,lbw,,1
1136613,13,2,351,232,caught,532,1
1136613,18,6,619,486,caught,532,1
1136613,19,6,587,377,run out,,1
1136613,2,5,8,587,bowled,,2
1136613,8,3,17,388,stumped,619,2
1136613,8,6,532,388,caught and bowled,,2
1136613,10,3,236,388,stumped,619,2
1136613,11,6,478,618,caught,85,2
1136613,12,4,110,388,stumped,619,2
1136613,15,1,402,343,caught,619,2
1136613,15,2,232,343,bowled,,2
1136613,17,6,377,346,caught,587,2
1136613,19,2,486,346,caught,587,2
1136612,4,1,523,465,caught,406,1
1136612,10,3,393,645,bowled,,1
1136612,10,6,420,645,caught,71,1
1136612,13,5,305,35,bowled,,1
1136612,14,4,513,406,caught,50,1
1136612,6,5,32,136,caught,458,2
1136612,9,6,208,311,caught,305,2
1136612,13,1,21,628,caught,455,2
1136612,14,3,421,136,caught,513,2
1136612,17,6,20,458,caught,393,2
1136612,19,2,71,458,caught,455,2
1136611,0,6,17,367,caught,368,1
1136611,4,5,8,489,bowled,,1
1136611,14,2,110,489,caught,42,1
1136611,14,4,532,489,caught,132,1
1136611,17,1,236,368,caught,42,1
1136611,19,2,478,368,caught,489,1
1136611,5,1,42,382,caught and bowled,,2
1136611,7,6,632,532,caught,110,2
1136611,19,1,396,486,caught,478,2
1136610,3,1,509,471,bowled,,1
1136610,5,3,410,471,caught,409,1
1136610,5,4,308,471,caught,354,1
1136610,8,2,57,344,caught,27,1
1136610,14,2,413,409,caught,344,1
1136610,15,3,221,201,caught,254,1
1136610,17,4,385,201,caught,374,1
1136610,18,3,400,471,caught,201,1
1136610,3,5,162,403,caught,385,2
1136610,16,1,254,375,caught,400,2
1136610,16,5,409,375,caught,410,2
1136610,18,4,354,375,caught,385,2
1136610,19,4,27,403,caught,509,2
1136609,4,5,488,334,caught,88,1
1136609,7,2,85,462,bowled,,1
1136609,9,2,407,462,caught,631,1
1136609,10,3,351,315,lbw,,1
1136609,11,1,255,462,stumped,88,1
1136609,12,6,587,565,caught,88,1
1136609,13,5,476,462,caught and bowled,,1
1136609,16,3,618,573,caught,88,1
1136609,17,3,609,334,caught,503,1
1136609,18,6,346,573,bowled,,1
1136609,1,2,315,476,caught,587,2
1136609,3,5,46,476,caught,488,2
1136609,8,2,431,618,lbw,,2
1136609,15,2,336,476,caught,395,2
1136608,4,3,354,232,caught,478,1
1136608,4,6,162,232,caught,486,1
1136608,5,2,339,486,caught,8,1
1136608,6,5,409,382,bowled,,1
1136608,8,6,260,478,caught,17,1
1136608,11,5,254,532,caught,8,1
1136608,11,6,201,532,run out,,1
1136608,12,4,471,232,caught,17,1
1136608,13,6,364,532,run out,,1
1136608,15,1,344,532,run out,,1
1136607,10,4,308,609,caught,346,1
1136607,10,5,57,609,caught,346,1
1136607,13,2,509,80,caught,351,1
1136607,14,2,410,476,caught,351,1
1136607,16,5,413,346,caught,587,1
1136607,19,5,400,476,caught,351,1
1136607,0,6,633,375,caught,410,2
1136607,13,1,85,400,caught,308,2
1136607,17,5,351,400,caught,490,2
1136606,3,3,632,465,caught,21,1
1136606,15,6,42,71,caught,50,1
1136606,16,1,396,406,caught,71,1
1136606,18,3,96,406,caught,589,1
1136606,13,3,32,276,run out,,2
1136606,14,1,21,367,caught,396,2
1136605,0,6,523,382,bowled,,1
1136605,2,4,481,382,bowled,,1
1136605,12,7,420,532,caught,110,1
1136605,15,1,393,486,caught,8,1
1136605,1,1,532,458,caught,523,2
1136605,2,4,17,628,lbw,,2
1136605,13,2,8,136,caught,420,2
1136605,16,1,236,458,bowled,,2
1136605,17,7,402,311,caught,523,2
1136604,5,2,336,471,bowled,,1
1136604,11,3,315,471,caught,354,1
1136604,11,5,46,471,caught,364,1
1136604,16,8,334,471,caught,354,1
1136604,17,6,431,364,caught,320,1
1136604,19,2,88,429,caught,320,1
1136604,5,4,162,334,caught,88,2
1136604,5,5,260,334,caught,631,2
1136604,7,6,339,334,caught,573,2
1136604,8,6,354,315,bowled,,2
1136604,11,7,374,462,caught,631,2
1136604,15,2,254,631,caught,462,2
1136604,19,2,471,573,caught,88,2
1136604,19,4,201,573,lbw,,2
1136603,2,1,208,609,bowled,,1
1136603,11,3,32,609,caught,407,1
1136603,12,6,21,618,caught,255,1
1136603,19,4,421,476,run out,,1
1136603,3,6,476,50,bowled,,2
1136603,4,4,85,35,caught,21,2
1136603,11,2,351,71,run out,,2
1136603,12,4,634,406,caught,71,2
1136603,17,4,255,71,caught,32,2
1136603,18,7,587,589,caught,20,2
1136602,3,5,523,276,caught,42,1
1136602,3,6,481,276,caught,132,1
1136602,7,4,393,367,run out,,1
1136602,13,6,311,489,run out,,1
1136602,19,1,305,299,caught,632,1
1136602,1,5,632,311,lbw,,2
1136601,5,4,509,67,caught,336,1
1136601,8,6,308,67,caught,538,1
1136601,14,4,410,315,caught,46,1
1136601,17,7,400,596,caught,538,1
1136601,18,2,57,573,caught,46,1
1136601,19,5,385,67,caught,334,1
1136601,0,2,315,403,caught,413,2
1136601,3,6,336,413,run out,,2
1136601,6,4,46,630,caught,308,2
1136601,7,6,334,400,caught,630,2
1136601,9,1,88,400,run out,,2
